Month,DayofMonth,DayOfWeek,CarrierName,ActualDeptTime,SchedDeptTime,DeptDelay,ActualArrvTime,SchedArrvTime,ArrvDelay,ActualElapsedTime,SchedElapsedTime,AirTime,TaxiIn,TaxiOut
12,7,SU,Northwest Airlines Inc.,2141,2140,1,2311,2241,30,150,121,99,7,44
12,7,SU,Northwest Airlines Inc.,1723,1650,33,1948,1757,111,205,127,100,8,97
12,7,SU,Northwest Airlines Inc.,906,910,-4,1019,1015,4,133,125,106,7,20
12,8,M,Northwest Airlines Inc.,914,910,4,1022,1015,7,128,125,101,11,16
12,8,M,United Air Lines Inc.,910,914,-4,1021,1037,-16,131,143,107,11,13
12,9,T,Northwest Airlines Inc.,911,910,1,1039,1015,24,148,125,99,10,39
12,10,W,Northwest Airlines Inc.,1649,1650,-1,1746,1757,-11,117,127,96,7,14
12,10,W,United Air Lines Inc.,1521,1526,-5,1617,1635,-18,116,129,96,6,14
12,10,W,Northwest Airlines Inc.,1132,1135,-3,1232,1237,-5,120,122,98,8,14
12,10,W,United Air Lines Inc.,1224,1230,-6,1323,1341,-18,119,131,99,8,12
12,11,TH,United Air Lines Inc.,1917,1920,-3,2030,2031,-1,133,131,105,6,22
12,11,TH,Northwest Airlines Inc.,2137,2140,-3,2247,2241,6,130,121,96,7,27
12,11,TH,United Air Lines Inc.,1227,1230,-3,1329,1341,-12,122,131,108,6,8
12,11,TH,United Air Lines Inc.,906,914,-8,1019,1037,-18,133,143,107,5,21
12,15,M,Northwest Airlines Inc.,815,710,65,922,819,63,127,129,106,6,15
12,15,M,Northwest Airlines Inc.,1520,1445,35,1633,1547,46,133,122,109,9,15
12,15,M,Northwest Airlines Inc.,2151,2140,11,2320,2241,39,149,121,120,9,20
12,15,M,United Air Lines Inc.,1231,1230,1,1346,1341,5,135,131,115,9,11
12,15,M,United Air Lines Inc.,1917,1920,-3,2038,2031,7,141,131,120,8,13
12,16,T,United Air Lines Inc.,1527,1526,1,1726,1635,51,179,129,120,7,52
12,16,T,Northwest Airlines Inc.,707,710,-3,825,819,6,138,129,112,7,19
12,16,T,United Air Lines Inc.,610,612,-2,729,723,6,139,131,116,7,16
12,17,W,Northwest Airlines Inc.,1346,1317,29,1513,1424,49,147,127,121,8,18
12,17,W,Northwest Airlines Inc.,701,705,-4,842,818,24,161,133,122,11,28
12,17,W,United Air Lines Inc.,1920,1920,0,2045,2031,14,145,131,125,5,15
12,17,W,United Air Lines Inc.,1226,1230,-4,1351,1341,10,145,131,128,4,13
12,18,TH,Northwest Airlines Inc.,1650,1650,0,1821,1800,21,151,130,120,12,19
12,18,TH,United Air Lines Inc.,1925,1920,5,2100,2031,29,155,131,129,10,16
12,18,TH,Northwest Airlines Inc.,702,705,-3,821,818,3,139,133,102,9,28
12,19,F,United Air Lines Inc.,2059,1920,99,2216,2031,105,137,131,118,5,14
12,19,F,Northwest Airlines Inc.,1441,1427,14,1555,1534,21,134,127,112,11,11
12,19,F,United Air Lines Inc.,1607,1544,23,1732,1653,39,145,129,120,12,13
12,19,F,Northwest Airlines Inc.,704,705,-1,841,818,23,157,133,113,7,37
12,19,F,United Air Lines Inc.,623,610,13,803,721,42,160,131,110,7,43
12,19,F,Northwest Airlines Inc.,1648,1650,-2,1756,1800,-4,128,130,111,6,11
12,20,SA,Northwest Airlines Inc.,1514,1427,47,1716,1534,102,182,127,104,9,69
12,21,SU,Northwest Airlines Inc.,1110,915,115,1213,1023,110,123,128,97,10,16
12,21,SU,Northwest Airlines Inc.,819,705,74,934,818,76,135,133,104,8,23
12,21,SU,Northwest Airlines Inc.,1533,1427,66,1652,1534,78,139,127,96,15,28
12,21,SU,United Air Lines Inc.,607,610,-3,721,721,0,134,131,106,6,22
12,22,M,United Air Lines Inc.,1542,1544,-2,1652,1653,-1,130,129,108,10,12
12,22,M,United Air Lines Inc.,754,755,-1,911,918,-7,137,143,109,8,20
12,22,M,Northwest Airlines Inc.,1138,1125,13,1245,1232,13,127,127,107,7,13
12,22,M,United Air Lines Inc.,1919,1920,-1,2032,2031,1,133,131,110,6,17
12,23,T,United Air Lines Inc.,1802,1544,138,1905,1653,132,123,129,101,8,14
12,23,T,Northwest Airlines Inc.,2315,2145,90,17,2252,85,122,127,97,10,15
12,23,T,United Air Lines Inc.,752,755,-3,917,918,-1,145,143,116,7,22
12,24,W,Northwest Airlines Inc.,932,915,17,1037,1023,14,125,128,99,7,19
12,24,W,United Air Lines Inc.,1552,1544,8,1649,1653,-4,117,129,99,7,11
12,24,W,Northwest Airlines Inc.,1428,1427,1,1532,1534,-2,124,127,99,6,19
12,24,W,Northwest Airlines Inc.,1658,1650,8,1811,1800,11,133,130,103,10,20
12,25,TH,United Air Lines Inc.,1248,1249,-1,1405,1358,7,137,129,118,7,12
12,25,TH,United Air Lines Inc.,610,610,0,726,721,5,136,131,114,8,14
12,26,F,United Air Lines Inc.,1400,1249,71,1523,1358,85,143,129,121,8,14
12,26,F,Northwest Airlines Inc.,1653,1650,3,1816,1800,16,143,130,115,13,15
12,26,F,United Air Lines Inc.,751,755,-4,914,918,-4,143,143,117,11,15
12,27,SA,United Air Lines Inc.,1336,1249,47,1445,1400,45,129,131,102,8,19
12,27,SA,United Air Lines Inc.,1612,1555,17,1708,1706,2,116,131,100,7,9
12,27,SA,United Air Lines Inc.,755,755,0,907,918,-11,132,143,109,5,18
12,28,SU,United Air Lines Inc.,752,755,-3,853,918,-25,121,143,99,5,17
12,28,SU,United Air Lines Inc.,1916,1920,-4,2019,2031,-12,123,131,100,8,15
12,29,M,Northwest Airlines Inc.,1127,1125,2,1230,1232,-2,123,127,102,9,12
12,29,M,Northwest Airlines Inc.,1315,1317,-2,1416,1424,-8,121,127,101,7,13
12,29,M,United Air Lines Inc.,1245,1249,-4,1351,1358,-7,126,129,104,10,12
12,30,T,Northwest Airlines Inc.,1150,1125,25,1323,1232,51,153,127,108,8,37
12,30,T,Northwest Airlines Inc.,1704,1650,14,1836,1800,36,152,130,107,9,36
12,30,T,United Air Lines Inc.,749,755,-6,929,918,11,160,143,112,9,39
12,31,W,Northwest Airlines Inc.,943,915,28,1047,1023,24,124,128,102,5,17
12,31,W,United Air Lines Inc.,753,755,-2,901,918,-17,128,143,106,5,17
